"ID","Date","Reference Number","Description","Memo","Amount","Category Name"
509,1/21/2020 0:00:00,"5212","7-ELEVEN","PURCHASE            7-ELEVEN",-1.69,
510,1/23/2020 0:00:00,"0","BKR REFUND       REFUND","BKR REFUND      REFUND    200122",1600.00,
511,1/23/2020 0:00:00,"0","TACO BELL #27361","PURCHASE            TACO BELL #2",-4.76,
512,1/23/2020 0:00:00,"5212","7-ELEVEN","PURCHASE            7-ELEVEN",-2.11,
513,1/24/2020 0:00:00,"0","NINO SALVAGGIO - SCS","PURCHASE            NINO SALVAGG",-25.12,
514,1/28/2020 0:00:00,"0","LITTLE CAESARS 1288 00","PURCHASE            LITTLE CAESA",-5.30,
515,1/29/2020 0:00:00,"0","DISCOVER         E-PAYMENT","DISCOVER        E-PAYMENT 200128",-699.31,
516,1/30/2020 0:00:00,"5212","7-ELEVEN","PURCHASE            7-ELEVEN",-1.47,
517,2/3/2020 0:00:00,"55155","SPEEDWAY  10070 HI","PURCHASE            SPEEDWAY  10",-1.05,
518,2/4/2020 0:00:00,"5212","7-ELEVEN","PURCHASE            7-ELEVEN",-1.47,
519,2/4/2020 0:00:00,"0","SALLIE MAE BANK  AUTOPAY","SALLIE MAE BANK AUTOPAY   200203",-45.51,
520,2/5/2020 0:00:00,"0","JERSEY MIKES 31036","PURCHASE            JERSEY MIKES",-8.22,
521,2/7/2020 0:00:00,"0","NINO SALVAGGIO - SCS","PURCHASE            NINO SALVAGG",-13.49,
522,2/10/2020 0:00:00,"0","BEAUMONT RO RETAIL/FOO","PURCHASE            BEAUMONT RO",-4.88,
523,2/10/2020 0:00:00,"0","BEAUMONT RO RETAIL/FOO","PURCHASE            BEAUMONT RO",-2.85,
524,2/10/2020 0:00:00,"77422","KROGER #7 20891 E.","PURCHASE            KROGER #7 20",-4.16,
525,2/11/2020 0:00:00,"0","1163 DOMINOS PIZZA","PURCHASE            1163 DOMINOS",-17.24,
526,2/14/2020 0:00:00,"907425","KROGER FU 20705 13","PURCHASE            KROGER FU 20",-36.49,
527,2/14/2020 0:00:00,"77414","KROGER #7 20891 E.","PURCHASE            KROGER #7 20",-2.71,
528,2/18/2020 0:00:00,"0","BEAUMONT RO RETAIL/FOO","PURCHASE            BEAUMONT RO",-4.07,
529,2/18/2020 0:00:00,"0","JIMMY JOHNS - 2619","PURCHASE            JIMMY JOHNS",-6.56,
530,2/19/2020 0:00:00,"0","CULVERS OF ROSEVILLE","PURCHASE            CULVERS OF R",-4.44,
531,2/24/2020 0:00:00,"0","BEAUMONT RO RETAIL/FOO","PURCHASE            BEAUMONT RO",-3.51,
532,2/24/2020 0:00:00,"99","MEIJER 063 30800 L","PURCHASE            MEIJER 063 3",-5.29,
533,2/24/2020 0:00:00,"745","CNS RESTAURANTS IN","PURCHASE            CNS RESTAURA",-13.25,
534,3/2/2020 0:00:00,"191685215",,"MOBILE CHECK DEPOSIT",178.00,
535,3/2/2020 0:00:00,"0","BEAUMONT RO RETAIL/FOO","PURCHASE            BEAUMONT RO",-7.61,
536,3/2/2020 0:00:00,"0","TSC MI33","PURCHASE            TSC MI33",-3.17,
537,3/2/2020 0:00:00,"0","NINO SALVAGGIO - SCS","PURCHASE            NINO SALVAGG",-9.50,
538,3/2/2020 0:00:00,"0","DISCOVER         E-PAYMENT","DISCOVER        E-PAYMENT 200229",-84.98,
539,3/4/2020 0:00:00,"0","SALLIE MAE BANK  AUTOPAY","SALLIE MAE BANK AUTOPAY   200303",-45.51,
540,3/20/2020 0:00:00,"4359","HUNTINGTON ATM CASH WITHDRAWAL","HUNTINGTON ATM CASH WITHDRAWAL",-400.00,
541,4/2/2020 0:00:00,"0","BKR REFUND       REFUND","BKR REFUND      REFUND    200401",341.60,
542,4/2/2020 0:00:00,"0","DISCOVER         E-PAYMENT","DISCOVER        E-PAYMENT 200401",-529.81,
543,4/6/2020 0:00:00,"0","SALLIE MAE BANK  AUTOPAY","SALLIE MAE BANK AUTOPAY   200403",-45.51,
544,4/16/2020 0:00:00,"195347319",,"MOBILE CHECK DEPOSIT",234.00,
545,4/27/2020 0:00:00,"196090242",,"MOBILE CHECK DEPOSIT",1200.00,
546,4/28/2020 0:00:00,"0","DISCOVER         E-PAYMENT","DISCOVER        E-PAYMENT 200427",-120.39,
547,5/4/2020 0:00:00,"0","SALLIE MAE BANK  AUTOPAY","SALLIE MAE BANK AUTOPAY   200503",-45.51,
548,5/13/2020 0:00:00,"0","BKR REFUND       REFUND","BKR REFUND      REFUND    200512",3000.00,
549,5/26/2020 0:00:00,"0","DISCOVER         E-PAYMENT","DISCOVER        E-PAYMENT 200522",-121.77,
550,5/29/2020 0:00:00,"0","HENRY FORD MACOM DIR DEP","HENRY FORD MACOMDIR DEP   200523",952.74,
551,6/1/2020 0:00:00,"0","DISCOVER         E-PAYMENT","DISCOVER        E-PAYMENT 200529",-339.44,
552,6/4/2020 0:00:00,"0","SALLIE MAE BANK  AUTOPAY","SALLIE MAE BANK AUTOPAY   200603",-45.51,
553,6/12/2020 0:00:00,"0","HENRY FORD MACOM DIR DEP","HENRY FORD MACOMDIR DEP   200606",665.17,
554,6/17/2020 0:00:00,"0","GNOCCHI ITALIAN","PURCHASE            GNOCCHI ITAL",-40.26,
555,6/26/2020 0:00:00,"0","HENRY FORD MACOM DIR DEP","HENRY FORD MACOMDIR DEP   200620",613.07,
556,6/26/2020 0:00:00,"0","DISCOVER         E-PAYMENT","DISCOVER        E-PAYMENT 200625",-381.43,
557,6/29/2020 0:00:00,"5212","7-ELEVEN","PURCHASE            7-ELEVEN",-1.12,
558,7/6/2020 0:00:00,"0","SALLIE MAE BANK  AUTOPAY","SALLIE MAE BANK AUTOPAY   200703",-45.51,
559,7/10/2020 0:00:00,"0","HENRY FORD MACOM DIR DEP","HENRY FORD MACOMDIR DEP   200704",624.91,
560,7/10/2020 0:00:00,"0","DOMINO'S 1015","PURCHASE            DOMINO'S 101",-8.47,
561,7/24/2020 0:00:00,"0","HENRY FORD MACOM DIR DEP","HENRY FORD MACOMDIR DEP   200718",624.91,
562,7/27/2020 0:00:00,"0","DISCOVER         E-PAYMENT","DISCOVER        E-PAYMENT 200724",-386.85,
563,7/29/2020 0:00:00,"0","DISCOVER         E-PAYMENT","DISCOVER        E-PAYMENT 200728",-27.00,
564,8/4/2020 0:00:00,"0","SALLIE MAE BANK  AUTOPAY","SALLIE MAE BANK AUTOPAY   200803",-45.51,
565,8/6/2020 0:00:00,"0","BKR REFUND       REFUND","BKR REFUND      REFUND    200805",500.00,
566,8/7/2020 0:00:00,"0","HENRY FORD MACOM DIR DEP","HENRY FORD MACOMDIR DEP   200801",614.87,
567,8/10/2020 0:00:00,"103",,"SUBSTITUTE CHECK",-5.29,
568,8/21/2020 0:00:00,"0","HENRY FORD MACOM DIR DEP","HENRY FORD MACOMDIR DEP   200815",692.44,
